date,time,desc,boro,lat,lon
04/14/2016,02:34:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.636818966999996,-74.118653127
04/13/2016,22:55:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.665114175999996,-73.89167337800001
04/12/2016,01:15:00,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.783898154,-73.950285241
04/10/2016,00:05:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.816068266,-73.908552085
04/09/2016,03:03:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.739095849,-73.896774703
04/08/2016,22:13:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.857418359,-73.893706303
04/04/2016,09:10:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.661821983,-73.996479956
03/18/2016,02:58:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.811112268,-73.906344446
04/03/2016,05:50:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.658196944000004,-73.958538808
04/01/2016,23:40:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.574825477,-73.99092661
04/01/2016,14:10:00,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.725980641,-73.99080140699999
03/25/2016,16:45:00,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.796341237,-73.94119981600001
03/24/2016,18:11:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.633486765,-74.163427185
03/24/2016,18:11:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.633486765,-74.163427185
03/24/2016,17:07:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.67432526,-73.888388621
03/07/2016,07:50:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.812190348,-73.924206908
03/19/2016,01:50:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.673567651999996,-73.807384888
03/17/2016,15:00:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.823180031999996,-73.866536043
03/16/2016,20:53:00,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.802620306,-73.951087574
03/16/2016,19:44:00,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.766406832,-73.968377423
03/14/2016,14:39:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.631766311999996,-73.887299705
03/13/2016,22:07:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.880398548,-73.863853651
03/13/2016,20:23:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.64480152,-74.005269715
03/12/2016,12:20:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.586104414,-74.162630773
03/11/2016,20:45:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.692830900000004,-73.758149574
03/10/2016,23:30:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.671657216999996,-73.958198788
03/10/2016,02:06:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.590091840999996,-74.094684252
03/09/2016,21:57:00,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.851111636,-73.935255912
03/09/2016,04:20:00,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.860928316,-73.920308429
03/06/2016,19:20:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.699693597,-73.766488035
03/06/2016,14:55:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.768940729,-73.911443572
03/05/2016,01:45:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.745222604,-73.91045017
03/04/2016,06:01:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.820979933000004,-73.849642388
03/04/2016,00:13:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.600205912,-74.121501323
03/01/2016,20:00:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.853587401,-73.900591356
02/25/2016,17:10:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.667629873,-73.896254478
02/22/2016,16:20:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.810328321,-73.91476613
02/21/2016,22:03:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.608883423,-74.08315718899999
02/17/2016,15:00:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.636744136,-74.134282972
02/16/2016,19:20:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.685077953000004,-73.927993087
02/15/2016,21:20:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.637483796,-74.00749944
02/15/2016,18:50:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.65149337,-73.924533616
02/13/2016,17:45:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.642006611999996,-73.9017029
02/13/2016,03:00:00,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.817503461,-73.941975939
02/11/2016,21:39:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.662692805,-73.88830716
02/10/2016,08:54:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.608391809000004,-74.14661153
02/10/2016,08:54:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.608391809000004,-74.14661153
02/10/2016,08:54:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.608391809000004,-74.14661153
02/08/2016,02:21:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.853064489,-73.868944957
02/05/2016,21:35:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.750331537,-73.792130675
02/05/2016,19:15:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.827668623,-73.925435892
01/20/2016,16:35:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.706860328000005,-73.948196631
01/27/2016,23:40:00,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.803393591,-73.93814501199999
01/27/2016,10:50:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.596213981999995,-73.764700204
01/24/2016,16:07:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.811393119,-73.922314872
01/23/2016,19:54:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.644590276,-74.001900465
01/22/2016,09:07:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.684792115,-73.878556569
01/21/2016,20:30:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.857922634,-73.892895732
01/10/2016,22:06:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.676231908000005,-74.006944997
01/17/2016,21:17:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.576124128000004,-73.99982505
01/16/2016,15:15:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.661079525,-73.894822924
01/16/2016,00:40:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.606404745999995,-74.120479003
01/14/2016,14:36:00,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.548991392,-74.230271459
01/13/2016,14:48:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.66475956,-73.894042144
01/11/2016,13:29:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.679907551999996,-73.920784329
01/11/2016,09:08:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.68190669,-73.89458817
01/11/2016,07:40:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.676487297,-73.837065184
01/10/2016,03:32:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.683276253,-73.930623478
01/09/2016,23:22:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.66156215,-73.925945955
01/06/2016,08:21:00,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.674601815,-73.938614149
01/04/2016,11:00:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.873601668,-73.84560379199999
01/04/2016,04:25:00,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.883927913,-73.90132352399999
01/01/2016,22:55:00,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.687140512,-73.856146091
